word,phonemic_transcription,vowel_syllable_count
lazard,L AH Z AA R D,2
luckhardt,L AH K HH AA R T,2
lumbar,L AH M B AA R,2
lundmark,L AH N D M AA R K,2
mccard,M AH K AA R D,2
mccarl,M AH K AA R L,2
mccarn,M AH K AA R N,2
mccart,M AH K AA R T,2
mccartt,M AH K AA R T,2
mcgarr,M AH G AA R,2
mchargue,M AH K AA R G,2
obar,AH B AA R,2
paccar,P AH K AA R,2
qatar,K AH T AA R,2
regard,R AH G AA R D,2
robar,R AH B AA R,2
rocard(3),R AH K AA R D,2
rutgard,R AH T G AA R D,2
schuchardt,SH AH K AA R T,2
schuchart,SH AH K HH AA R T,2
shahar,SH AH HH AA R,2
shahar's,SH AH HH AA R Z,2
shugart,SH AH G AA R T,2
shughart,SH AH G AA R T,2
studtgard,S T AH T G AA R D,2
subpar,S AH B P AA R,2
suddarth,S AH D AA R TH,2
sungard,S AH N G AA R D,2
sungard's,S AH N G AA R D Z,2
sunstar,S AH N S T AA R,2
thusfar,DH AH S F AA R,2
udvar,AH D V AA R,2
unarm,AH N AA R M,2
unarmed,AH N AA R M D,2
unharmed,AH N HH AA R M D,2
unmarked,AH N M AA R K T,2
upstart,AH P S T AA R T,2
upstarts,AH P S T AA R T S,2
vonarx,V AH N AA R K S,2
zachar,Z AH K AA R,2
itamar,IY T AH M AA R,3
leonhard,L IY AH N HH AA R T,3
leotard,L IY AH T AA R D,3
srinagar,S R IY N AH G AA R,3
srinagar(1),SH R IY N AH G AA R,3
srinagarb,S R IY N AH G AA R B,3
srinagarb(1),SH R IY N AH G AA R B,3
mediamark,M IY D IY AH M AA R K,4
alcazar,AA L K AH Z AA R,3
commissar,K AA M AH S AA R,3
saldovar,S AA L D AH V AA R,3
waldemar,V AA L D AH M AA R,3
ulaanbaatar,UW L AA N B AH T AA R,4
bonaparte,B OW N AH P AA R T,3
bonaparte's,B OW N AH P AA R T S,3
globalstar,G L OW B AH L S T AA R,3
moammar,M OW AH M AA R,3
zofagart,Z OW F AH G AA R T,3
ultramar,AH L T R AH M AA R,3
adelaar,AE D AH L AA R,3
aguilar,AE G AH L AA R,3
aguillar,AE G AH L AA R,3
alomar,AE L AH M AA R,3
applegarth,AE P L AH G AA R TH,3
appleyard,AE P AH L Y AA R D,3
avatar,AE V AH T AA R,3
avatars,AE V AH T AA R Z,3
dagenhart,D AE G AH N HH AA R T,3
datacard(1),D AE T AH K AA R D,3
datacards(1),D AE T AH K AA R D Z,3
dragonheart,D R AE G AH N HH AA R T,3
fragonard,F R AE G AH N AA R D,3
handlebar,HH AE N D AH L B AA R,3
handlebars,HH AE N D AH L B AA R Z,3
kandahar,K AE N D AH HH AA R,3
mcnemar,M AE K N AH M AA R,3
palomar,P AE L AH M AA R,3
salazar,S AE L AH Z AA R,3
samatar,S AE M AH T AA R,3
vandecar,V AE N D AH K AA R,3
vandemark,V AE N D AH M AA R K,3
wagenaar,W AE G AH N AA R,3
zanzibar,Z AE N Z AH B AA R,3
pointenoire,P OY N T AH N W AA R,3
aeromar,EH R AH M AA R,3
barabar,B EH R AH B AA R,3
degenhart,D EH G AH N HH AA R T,3
engelhard,EH NG G AH L HH AA R D,3
engelhart,EH NG G AH L HH AA R T,3
escobar(1),EH S K AH B AA R,3
escobar's(1),EH S K AH B AA R Z,3
hekmatyar,HH EH K M AH T Y AA R,3
hekmatyar's,HH EH K M AH T Y AA R Z,3
question-mark,K W EH S CH AH N M AA R K,3
reservoir,R EH Z AH V W AA R,3
seminar,S EH M AH N AA R,3
seminars,S EH M AH N AA R Z,3
biopharm,B AY AH F AA R M,3
eisenbarth,AY Z AH N B AA R TH,3
eisenhardt,AY Z AH N HH AA R T,3
eisenhart,AY Z AH N HH AA R T,3
iglehart,AY G AH L HH AA R T,3
isenhart,AY Z AH N HH AA R T,3
lionheart,L AY AH N HH AA R T,3
cinnabar,S IH N AH B AA R,3
englehardt,IH NG AH L HH AA R T,3
englehart,IH NG AH L HH AA R T,3
hildegard,HH IH L D AH G AA R D,3
hildegardes,HH IH L D AH G AA R D Z,3
himmelfarb,HH IH M AH L F AA R B,3
insofar,IH N S AH F AA R,3
millibar,M IH L AH B AA R,3
miramar,M IH R AH M AA R,3
delebarre,D EH L AH B AA R,3
telecard,T EH L AH K AA R D,3
telecharge,T EH L AH CH AA R JH,3
waldegard,W AO L D AH G AA R D,3
vukovar,V UW K AH V AA R,3
kajuahar,K AH JH UW AH HH AA R,4
euromark,Y UW R AH M AA R K,3
lorillard,L AO R AH L AA R D,3
lorimar,L AO R AH M AA R,3
lorimar's,L AO R AH M AA R Z,3
datacard,D EY T AH K AA R D,3
datacards,D EY T AH K AA R D Z,3
blvd,B UH L AH V AA R D,3
boulevard,B UH L AH V AA R D,3
boulevards,B UH L AH V AA R D Z,3
adstar,AE D S T AA R,2
allard,AE L AA R D,2
alvare(1),AE L V AA R,2
amstar,AE M S T AA R,2
ansgar,AE N S G AA R,2
ansgar's,AE N S G AA R Z,2
anwar,AE N W AA R,2
apcar,AE P K AA R,2
apcar(1),AE P G AA R,2
apstar,AE P S T AA R,2
attar,AE T AA R,2
attard,AE T AA R D,2
avmark,AE V M AA R K,2
backyard,B AE K Y AA R D,2
backyards,B AE K Y AA R D Z,2
balart,B AE L AA R T,2
bandar,B AE N D AA R,2
banghart,B AE NG HH AA R T,2
bankcard,B AE NG K AA R D,2
bankcards,B AE NG K AA R D Z,2
calmar,K AE L M AA R,2
calmart(1),K AE L M AA R T,2
calmart's(1),K AE L M AA R T S,2
canstar,K AE N S T AA R,2
caspar(1),K AE S P AA R,2
castpart,K AE S T P AA R T,2
castparts,K AE S T P AA R T S,2
cathcart,K AE TH K AA R T,2
dadfar,D AE D F AA R,2
dagmar,D AE G M AA R,2
dalbar,D AE L B AA R,2
damgard,D AE M G AA R D,2
faggart,F AE G AA R T,2
flagstar,F L AE G S T AA R,2
flashcard,F L AE SH K AA R D,2
flashcards,F L AE SH K AA R D Z,2
gabhart,G AE B HH AA R T,2
hackbart,HH AE K B AA R T,2
hackbarth,HH AE K B AA R TH,2
hashmark,HH AE SH M AA R K,2
jaguar,JH AE G W AA R,2
jaguar's,JH AE G W AA R Z,2
jaguars,JH AE G W AA R Z,2
kalvar,K AE L V AA R,2
labarge,L AE B AA R JH,2
lachmar,L AE K M AA R,2
landmark,L AE N D M AA R K,2
landmark's,L AE N D M AA R K S,2
landmarks,L AE N D M AA R K S,2
magyar,M AE G Y AA R,2
magyars,M AE G Y AA R Z,2
manhart,M AE N HH AA R T,2
nascar,N AE S K AA R,2
navstar,N AE V S T AA R,2
palkar,P AE L K AA R,2
pathmark,P AE TH M AA R K,2
pathmark's,P AE TH M AA R K S,2
ramparts,R AE M P AA R T S,2
salyards,S AE L Y AA R D Z,2
samar,S AE M AA R,2
sandbar,S AE N D B AA R,2
sanmark,S AE N M AA R K,2
shankar,SH AE NG K AA R,2
snackbar,S N AE K B AA R,2
transmark,T R AE N Z M AA R K,2
transpark,T R AE N S P AA R K,2
transtar,T R AE N S T AA R,2
valspar,V AE L Z P AA R,2
vanguard,V AE N G AA R D,2
vanguard's,V AE N G AA R D Z,2
zabar's,Z AE B AA R Z,2
berard,B ER AA R D,2
bernard,B ER N AA R D,2
bernard's,B ER N AA R D Z,2
bernards,B ER N AA R D Z,2
bernhard,B ER N HH AA R D,2
bernhardt,B ER N HH AA R T,2
bernhart,B ER N HH AA R T,2
berrard(1),B ER AA R D,2
birthmark,B ER TH M AA R K,2
birthmarks,B ER TH M AA R K S,2
borchard,B ER SH AA R D,2
borchardt,B ER SH AA R D T,2
burchard,B ER SH AA R D,2
burckhardt,B ER K HH AA R T,2
burghardt,B ER G AA R T,2
burghart,B ER G HH AA R T,2
burkart,B ER K AA R T,2
burkhardt,B ER K HH AA R T,2
burkhart,B ER K HH AA R T,2
burnard,B ER N AA R D,2
churchyard,CH ER CH Y AA R D,2
earnhardt,ER N HH AA R T,2
earnhart,ER N HH AA R T,2
earnheart,ER N HH AA R T,2
earthstar,ER TH S T AA R,2
erhardt,ER HH AA R T,2
erhart,ER HH AA R T,2
farrar,F ER AA R,2
ferrar,F ER AA R,2
firstar,F ER S T AA R,2
furmark,F ER M AA R K,2
garard,G ER AA R D,2
gerard,JH ER AA R D,2
gerhard,G ER HH AA R D,2
gerhardt,G ER HH AA R T,2
gerhart,G ER HH AA R T,2
girard,JH ER AA R D,2
guerard,G ER AA R D,2
jarrard,ZH ER AA R D,2
kirkhart,K ER K HH AA R T,2
scherbarth,SH ER B AA R TH,2
sharar,SH ER AA R,2
sharrar,SH ER AA R,2
surcharge,S ER CH AA R JH,2
surcharge(1),S ER CH AA R JH,2
terhaar,T ER HH AA R,2
tschirhart,CH ER HH AA R T,2
urquhart,ER K AA R T,2
wordstar,W ER D S T AA R,2
ostergaard,AA S T ER G AA R D,3
vonderhaar,V AA N D ER HH AA R,3
motorcar,M OW T ER K AA R,3
motorcars,M OW T ER K AA R Z,3
oberstar,OW B ER S T AA R,3
overcharge,OW V ER CH AA R JH,3
overcharged,OW V ER CH AA R JH D,3
overgaard,OW V ER G AA R D,3
countercharge,K AW N T ER CH AA R JH,3
countercharge(1),K AW N ER CH AA R JH,3
counterpart,K AW N T ER P AA R T,3
counterparts,K AW N T ER P AA R T S,3
hundertmark,HH AH N D ER T M AA R K,3
lumberyard,L AH M B ER Y AA R D,3
lumberyards,L AH M B ER Y AA R D Z,3
underarm,AH N D ER AA R M,3
mastercard,M AE S T ER K AA R D,3
mastercard's,M AE S T ER K AA R D Z,3
mastercards,M AE S T ER K AA R D Z,3
vandermark,V AE N D ER M AA R K,3
eberhard,EH B ER HH AA R T,3
eberhardt,EH B ER HH AA R T,3
eberhart,EH B ER HH AA R T,3
everhardt,EH V ER HH AA R T,3
everhart,EH V ER HH AA R T,3
repertoire,R EH P ER T W AA R,3
reservoir(1),R EH Z ER V W AA R,3
reservoirs,R EH Z ER V W AA R Z,3
westergaard,W EH S T ER G AA R D,3
firearm,F AY ER AA R M,3
firearms,F AY ER AA R M Z,3
hypercard,HH AY P ER K AA R D,3
intermark,IH N T ER M AA R K,3
interpart,IH N T ER P AA R T,3
watermark,W AO T ER M AA R K,3
watermarks,W AO T ER M AA R K S,3
superbar,S UW P ER B AA R,3
supercharge,S UW P ER CH AA R JH,3
supercharged,S UW P ER CH AA R JH D,3
superstar,S UW P ER S T AA R,3
superstars,S UW P ER S T AA R Z,3
alar,EY L AA R,2
elgart,EY L G AA R T,2
melgar,M EY L G AA R,2
railcar,R EY L K AA R,2
railcars,R EY L K AA R Z,2
avelar,AA V EY L AA R,3
airhart,EH R HH AA R T,2
bednarz,B EH D N AA R Z,2
benchmark,B EH N CH M AA R K,2
benchmark's,B EH N CH M AA R K S,2
benchmarks,B EH N CH M AA R K S,2
berrard,B EH R AA R D,2
betar,B EH T AA R,2
betschart,B EH T S CH AA R T,2
betschart(1),B EH SH AA R T,2
bevmark,B EH V M AA R K,2
caremark,K EH R M AA R K,2
caremark's,K EH R M AA R K S,2
crestar,K R EH S T AA R,2
dehart,D EH HH AA R T,2
demarsh,D EH M AA R SH,2
denhart,D EH N HH AA R T,2
denmark,D EH N M AA R K,2
denmark's,D EH N M AA R K S,2
earhart(1),EH R HH AA R T,2
ebarb,EH B AA R B,2
eckard(1),EH K HH AA R D,2
eckardt(1),EH K HH AA R T,2
eckardt's(1),EH K HH AA R T S,2
eckart,EH K AA R T,2
eckhard,EH K HH AA R D,2
eckhardt,EH K HH AA R T,2
eckhart,EH K HH AA R T,2
edmar,EH D M AA R,2
edmark,EH D M AA R K,2
ehrhardt,EH R HH AA R T,2
ehrhart,EH R HH AA R T,2
ekkehard,EH K HH AA R D,2
embark,EH M B AA R K,2
embarked,EH M B AA R K T,2
emhart,EH M HH AA R T,2
enlarge,EH N L AA R JH,2
enlarged,EH N L AA R JH D,2
enyart,EH N Y AA R T,2
erhard,EH R HH AA R D,2
esmark,EH S M AA R K,2
gebhardt,G EH B HH AA R T,2
gebhart,G EH B HH AA R T,2
genmar,JH EH N M AA R,2
genpharm,JH EH N F AA R M,2
genstar,JH EH N S T AA R,2
gephardt,G EH P HH AA R T,2
gephardt's,G EH P HH AA R T S,2
gephart,G EH P HH AA R T,2
headstart,HH EH D S T AA R T,2
headstarts,HH EH D S T AA R T S,2
hectare,HH EH K T AA R,2
hectares,HH EH K T AA R Z,2
kephart,K EH F AA R T,2
lemarr,L EH M AA R,2
lenhardt,L EH N HH AA R T,2
lenhart,L EH N HH AA R T,2
lennartz,L EH N AA R T S,2
leonhardt,L EH N HH AA R T,2
leonhart,L EH N HH AA R T,2
letarte,L EH T AA R T,2
lexmark,L EH K S M AA R K,2
meghdar,M EH G D AA R,2
memoir,M EH M W AA R,2
memoirs,M EH M W AA R Z,2
petsmart,P EH T S M AA R T,2
pleshar,P L EH SH AA R,2
renoir,R EH N W AA R,2
renoirs,R EH N W AA R Z,2
seskar,S EH S K AA R,2
seskar's,S EH S K AA R Z,2
texstar,T EH K S T AA R,2
trefgarne,T R EH F G AA R N,2
treharne,T R EH HH AA R N,2
weglarz,W EH G L AA R Z,2
westmarc,W EH S T M AA R K,2
westmark,W EH S T M AA R K,2
westmark's,W EH S T M AA R K S,2
disembark,D IH S EH M B AA R K,3
exemplar,IH G Z EH M P L AA R,3
exemplars,IH G Z EH M P L AA R Z,3
qasr(1),K Y UW EY EH S AA R,4
bedard,B IH D AA R D,2
bellard,B IH L AA R D,2
benard,B IH N AA R D,2
bevard,B IH V AA R D,2
bickhart,B IH K HH AA R T,2
billard,B IH L AA R D,2
bismarck,B IH Z M AA R K,2
bismarck's,B IH Z M AA R K S,2
bismark,B IH Z M AA R K,2
bizarre(1),B IH Z AA R,2
bizmart,B IH Z M AA R T,2
brickyard,B R IH K Y AA R D,2
brillhart,B R IH L HH AA R T,2
chilmark,CH IH L M AA R K,2
cigar,S IH G AA R,2
cigars,S IH G AA R Z,2
cisar,S IH S AA R,2
deckard,D IH K AA R D,2
demar,D IH M AA R,2
demarche,D IH M AA R CH,2
denard,D IH N AA R D,2
dennard,D IH N AA R D,2
depart,D IH P AA R T,2
departs,D IH P AA R T S,2
detar,D IH T AA R,2
dillard(1),D IH L AA R D,2
dillard's(1),D IH L AA R D Z,2
dinar,D IH N AA R,2
dinars(1),D IH N AA R Z,2
disarm,D IH S AA R M,2
disarmed,D IH S AA R M D,2
disbar,D IH S B AA R,2
disbarred,D IH S B AA R D,2
discard,D IH S K AA R D,2
discards,D IH S K AA R D Z,2
discharge,D IH S CH AA R JH,2
discharge(1),D IH S CH AA R JH,2
discharged,D IH S CH AA R JH D,2
discharged(1),D IH S CH AA R JH D,2
earhart,IH R HH AA R T,2
earmark,IH R M AA R K,2
earmarked,IH R M AA R K T,2
earmarks,IH R M AA R K S,2
embark(1),IH M B AA R K,2
embarks,IH M B AA R K S,2
ensnarl,IH N S N AA R L,2
ensnarled,IH N S N AA R L D,2
finarte,F IH N AA R T,2
finbar,F IH N B AA R,2
finbar's,F IH N B AA R Z,2
gearhart,G IH R HH AA R T,2
gearheart,G IH R HH AA R T,2
gibbard,ZH IH B AA R D,2
gierhart,G IH R HH AA R T,2
gillard,ZH IH L AA R D,2
ginyard,JH IH N Y AA R D,2
giscard,G IH S K AA R D,2
giscard(1),ZH IH S K AA R,2
gregoire,G R IH G W AA R,2
guichard,G IH SH AA R D,2
guinyard,G IH N Y AA R D,2
guitar,G IH T AA R,2
guitars,G IH T AA R Z,2
hilgart,HH IH L G AA R T,2
hilliard,HH IH L Y AA R D,2
hillyard,HH IH L Y AA R D,2
hribar,HH R IH B AA R,2
hribar(1),R IH B AA R,2
huizar,HH IH Z AA R,2
icard,IH K AA R D,2
impart,IH M P AA R T,2
imparts,IH M P AA R T S,2
incstar,IH NG K S T AA R,2
ingmar,IH NG M AA R,2
ingvar,IH NG V AA R,2
ishtar,IH SH T AA R,2
kinark,K IH N AA R K,2
kithcart,K IH TH K AA R T,2
lebar,L IH B AA R,2
lemar,L IH M AA R,2
lindmark,L IH N D M AA R K,2
linhardt,L IH N HH AA R T,2
linhart,L IH N HH AA R T,2
menard,M IH N AA R D,2
minard,M IH N AA R D,2
minnaar,M IH N AA R,2
minstar,M IH N S T AA R,2
minstar's,M IH N S T AA R Z,2
minyard,M IH N Y AA R D,2
mischarge,M IH S CH AA R JH,2
mischarged,M IH S CH AA R JH D,2
nihart,N IH HH AA R T,2
picard,P IH K AA R D,2
pickar,P IH K AA R,2
pickard,P IH K AA R D,2
pickart,P IH K AA R T,2
pixar,P IH K S AA R,2
preslar,P R IH S L AA R,2
primark,P R IH M AA R K,2
regard(1),R IH G AA R D,2
regards,R IH G AA R D Z,2
remark,R IH M AA R K,2
remarked,R IH M AA R K T,2
remarks,R IH M AA R K S,2
renard,R IH N AA R D,2
rennard,R IH N AA R D,2
retard,R IH T AA R D,2
retards,R IH T AA R D Z,2
revard,R IH V AA R D,2
revoir,R IH V W AA R,2
ribar,R IH B AA R,2
ricard,R IH K AA R D,2
richardt,R IH K AA R T,2
richart,R IH K HH AA R T,2
shipyard,SH IH P Y AA R D,2
shipyard's,SH IH P Y AA R D Z,2
shipyards,SH IH P Y AA R D Z,2
silvar,S IH L V AA R,2
sinyard,S IH N Y AA R D,2
sitar,S IH T AA R,2
sitars,S IH T AA R Z,2
sitmar,S IH T M AA R,2
smithhart,S M IH TH HH AA R T,2
swigart,S W IH G AA R T,2
swihart,S W IH HH AA R T,2
sylmar,S IH L M AA R,2
synar,S IH N AA R,2
tesar,T IH S AA R,2
victoire,V IH K T W AA R,2
whitmarsh,W IH T M AA R SH,2
whitmarsh(1),HH W IH T M AA R SH,2
williard,W IH L Y AA R D,2
willyard,W IH L Y AA R D,2
wilmarth,W IH L M AA R TH,2
windstar,W IH N D S T AA R,2
windstar's,W IH N D S T AA R Z,2
wishart,W IH SH AA R T,2
zadar(1),Z IH D AA R,2
cuisinart,K W IY S IH N AA R T,3
cuisinarts,K W IY Z IH N AA R T S,3
reichart,R IY IH K HH AA R T,3
narlikar,N AA R L IH K AA R,3
komisar(1),K AA M IH S AA R,3
molenaar,M AA L IH N AA R,3
odegaard,AA D IH G AA R D,3
polysar,P AA L IH S AA R,3
polysar's,P AA L IH S AA R Z,3
gharbonifar,G AA R B AA N IH F AA R,4
ghorbanifar(1),G AO R B AA N IH F AA R,4
oligarch,OW L IH G AA R K,3
oligarchs,OW L IH G AA R K S,3
beauregard,B OW R IH G AA R D,3
cojimar,K OW JH IH M AA R,3
cojimar's,K OW JH IH M AA R Z,3
krusemark,K R AH S IH M AA R K,3
unremarked,AH N R IH M AA R K T,3
zulfikar,Z AH L F IH K AA R,3
state-of-the-art,S T EY T AH V DH IH AA R T,4
amritsar(1),AE M R IH T S AA R,3
arehart,AE R IH HH AA R T,3
navistar,N AE V IH S T AA R,3
ghorbanifar,G AO R B AE N IH F AA R,4
degenhardt,D EH G IH N HH AA R T,3
engelhardt,EH NG G IH L HH AA R T,3
equimark,EH K W IH M AA R K,3
hemmelgarn,HH EH M IH L G AA R N,3
registrar,R EH JH IH S T R AA R,3
registrars,R EH JH IH S T R AA R Z,3
americar,AH M EH R IH K AA R,4
electricar,IH L EH K T R IH K AA R,4
busenbark,B IH S IH N B AA R K,3
disregard,D IH S R IH G AA R D,3
disregards,D IH S R IH G AA R D Z,3
hildegarde,HH IH L D IH G AA R D,3
ingemar(1),IH NG G IH M AA R,3
rivenbark,R IH V IH N B AA R K,3
similiar,S IH M IH L AA R,3
aldicarb,AO L D IH K AA R B,3
wassenaar,W AO S IH N AA R,3
univar,Y UW N IH V AA R,3
beauregard(1),B AO R IH G AA R D,3
morehart,M AO R IH HH AA R T,3
morningstar,M AO R N IH NG S T AA R,3
morningstar's,M AO R N IH NG S T AA R Z,3
all-star,AO L S T AA R,2
ballpark,B AO L P AA R K,2
ballparks,B AO L P AA R K S,2
bosshardt,B AO S HH AA R T,2
bosshart,B AO S HH AA R T,2
golfarb,G AO L F AA R B,2
hallmark's,HH AO L M AA R K S,2
hallmarks,HH AO L M AA R K S,2
hoffart,HH AO F AA R T,2
hoffarth,HH AO F AA R TH,2
proscar,P R AO S K AA R,2
rothbart,R AO TH B AA R T,2
saltmarsh,S AO L T M AA R SH,2
wal-mart,W AO L M AA R T,2
walmart,W AO L M AA R T,2
walmart's,W AO L M AA R T S,2
krasnoyarsk,K R AE S N AO Y AA R S K,3
belgard,B EH L G AA R D,2
belvoir,B EH L V W AA R,2
cellmark,S EH L M AA R K,2
cellmark's,S EH L M AA R K S,2
cellstar,S EH L S T AA R,2
dellaert,D EH L AA R T,2
eldar,EH L D AA R,2
elkhart,EH L K HH AA R T,2
feldspar,F EH L D S P AA R,2
feldspars,F EH L D S P AA R Z,2
gelbard,G EH L B AA R D,2
gelbart,G EH L B AA R T,2
maillard,M EH L AA R D,2
melgaard,M EH L G AA R D,2
melkar,M EH L K AA R,2
melkar's,M EH L K AA R Z,2
telstar,T EH L S T AA R,2
bouchard,B UW SH AA R D,2
bouffard,B UW F AA R D,2
brookhart,B R UW K HH AA R T,2
broussard,B R UW S AA R D,2
bukar,B Y UW K AA R,2
buzard,B Y UW Z AA R D,2
coulthard,K UW L TH AA R D,2
cousar,K UW S AA R,2
dewaard,D UW AA R D,2
dewart,D UW AA R T,2
foobar,F UW B AA R,2
fugard,F Y UW G AA R D,2
goulart,G UW L AA R T,2
hughart(1),HH Y UW AA R T,2
hughart(2),Y UW AA R T,2
kumar,K UW M AA R,2
looart,L UW AA R T,2
louart,L UW AA R T,2
lubar,L UW B AA R,2
luikart,L UW K AA R T,2
lukehart,L UW K HH AA R T,2
moothart,M UW TH AA R T,2
neuhart,N UW HH AA R T,2
neuharth,N UW HH AA R TH,2
newhard,N UW HH AA R D,2
newhart,N UW HH AA R T,2
newmark,N UW M AA R K,2
rhubarb,R UW B AA R B,2
ruark,R UW AA R K,2
schoolyard,S K UW L Y AA R D,2
souccar,S UW K AA R,2
soutar,S UW T AA R,2
stuttgart(1),S T UW T G AA R T,2
stuttgart(2),SH T UW T G AA R T,2
suard,S UW AA R D,2
suchard,S UW SH AA R D,2
sundar,S UW N D AA R,2
toolbar,T UW L B AA R,2
uart,Y UW AA R T,2
andujar,AA N D UW Y AA R,3
rajkumar,R AA ZH K UW M AA R,3
balakumar,B AA L AH K UW M AA R,4
acustar,AE K Y UW S T AA R,3
edouard,EH D UW AA R D,3
baehr,B IY R,1
beer's,B IY R Z,1
beres,B IY R Z,1
bier,B IY R,1
biers,B IY R Z,1
diercks,D IY R K S,1
dierkes,D IY R K S,1
dierks,D IY R K S,1
ear,IY R,1
ears(1),IY R Z,1
fiers,F IY R Z,1
fierst,F IY R S T,1
frears,F R IY R Z,1
freres(1),F R IY R Z,1
gere,G IY R,1
grier(1),G R IY R,1
grier's(1),G R IY R Z,1
hear,HH IY R,1
hears,HH IY R Z,1
here,HH IY R,1
hiers,HH IY R Z,1
jeers,JH IY R Z,1
keir,K IY R,1
lear's,L IY R Z,1
meares,M IY R Z,1
meert,M IY R T,1
peirce(1),P IY R S,1
seer,S IY R,1
seers,S IY R Z,1
seres,S IY R Z,1
shear's,SH IY R Z,1
shears,SH IY R Z,1
siers,S IY R Z,1
speare,S P IY R,1
stears,S T IY R Z,1
teare,T IY R,1
tier,T IY R,1
tierce,T IY R S,1
tiered,T IY R D,1
tiers,T IY R Z,1
veres,V IY R Z,1
we're,W IY R,1
weir,W IY R,1
weir's,W IY R Z,1
wiers,W IY R Z,1
zierke,Z IY R K,1
rehear,R IY HH IY R,2
multiyear,M AH L T IY Y IY R,3
dogear,D AA G IY R,2
dogeared,D AA G IY R D,2
dogears,D AA G IY R Z,2
lop-ear,L AA P IY R,2
keneer,K AH N IY R,2
saffir,S AH F IY R,2
savir(1),S AH V IY R,2
comandeer,K AA M AH N D IY R,3
comandeered,K AA M AH N D IY R D,3
comandeers,K AA M AH N D IY R Z,3
buccaneer,B AH K AH N IY R,3
buccaneers,B AH K AH N IY R Z,3
musketeer,M AH S K AH T IY R,3
musketeers,M AH S K AH T IY R Z,3
puppeteer,P AH P AH T IY R,3
puppeteers,P AH P AH T IY R Z,3
cavalier(1),K AE V AH L IY R,3
engineer's,EH N JH AH N IY R Z,3
engineered,EH N JH AH N IY R D,3
disappear(1),D IH S AH P IY R,3
disappeared(1),D IH S AH P IY R D,3
disappears(1),D IH S AH P IY R Z,3
financier,F IH N AH N S IY R,3
telomere,T EH L AH M IY R,3
telomeres,T EH L AH M IY R Z,3
overhear,OW V ER HH IY R,3
overhears,OW V ER HH IY R Z,3
brashear,B R AE SH IY R,2
brashears,B R AE SH IY R Z,2
kashmir(1),K AE SH M IY R,2
manteer,M AE N T IY R,2
sampere,S AE M P IY R,2
financier(1),F AY N AE N S IY R,3
beshears,B EH SH IY R Z,2
breshears,B R EH SH IY R Z,2
endear,EH N D IY R,2
endeared,EH N D IY R D,2
sight-seer,S AY T S IY R,2
sightseer(1),S AY T S IY R,2
sightseers(1),S AY T S IY R Z,2
mishear,M IH S HH IY R,2
casimir,K AE S IH M IY R,3
rabbitears,R AE B IH T IY R Z,3
ionosphere,AY AA N AO S F IY R,4
blogosphere,B L AO G AO S F IY R,3
bluebeard,B L UW B IY R D,2
new-years,N UW Y IY R Z,2
graybeard,G R EY B IY R D,2
graybeards,G R EY B IY R D Z,2
shakespeare,SH EY K S P IY R,2
shakespeare's,SH EY K S P IY R Z,2
goodyear(1),G UH D Y IY R,2
au,OW,1
aux,OW,1
beau,B OW,1
beauce,B OW S,1
beaux,B OW,1
bleau,B L OW,1
bloat,B L OW T,1
bloats,B L OW T S,1
bloem,B L OW M,1
blohm,B L OW M,1
bloke,B L OW K,1
blokes,B L OW K S,1
blome,B L OW M,1
blose,B L OW Z,1
blow,B L OW,1
blowe,B L OW,1
blowed,B L OW D,1
blown,B L OW N,1
blows,B L OW Z,1
bo,B OW,1
boak,B OW K,1
boake,B OW K,1
boan,B OW N,1
boase,B OW Z,1
boast,B OW S T,1
boasts,B OW S T S,1
boat,B OW T,1
boat's,B OW T S,1
boats,B OW T S,1
bobe,B OW B,1
bode,B OW D,1
bodes,B OW D Z,1
boe,B OW,1
boeck,B OW K,1
boege,B OW JH,1
boeh,B OW,1
boehm,B OW M,1
boehme,B OW M,1
boehne,B OW N,1
boehnke,B OW NG K,1
boeke,B OW K,1
boen,B OW N,1
boes,B OW Z,1
boesch,B OW SH,1
boese,B OW S,1
boeve,B OW V,1
boge,B OW JH,1
bogue,B OW G,1
bohn,B OW N,1
bohne,B OW N,1
bone,B OW N,1
boned,B OW N D,1
bones,B OW N Z,1
bonet,B OW N T,1
bose,B OW Z,1
both,B OW TH,1
bothe,B OW DH,1
bouck,B OW K,1
bove,B OW V,1
bow(1),B OW,1
bowe,B OW,1
bowed(1),B OW D,1
bowes,B OW Z,1
bown,B OW N,1
bownds,B OW N D Z,1
bowne,B OW N,1
bows(1),B OW Z,1
bowse,B OW S,1
boze,B OW Z,1
breau,B R OW,1
breault,B R OW,1
breaux,B R OW,1
bro,B R OW,1
bro's,B R OW Z,1
broach,B R OW CH,1
broached,B R OW CH T,1
broce,B R OW S,1
brode,B R OW D,1
broe,B R OW,1
broke,B R OW K,1
brooch(1),B R OW CH,1
brose,B R OW Z,1
browe,B R OW,1
cau(1),K OW,1
chau,SH OW,1
cho,CH OW,1
choat,CH OW T,1
choate,CH OW T,1
choe,CH OW,1
choke,CH OW K,1
choked,CH OW K T,1
chokes,CH OW K S,1
chose,CH OW Z,1
chrome,K R OW M,1
cloak,K L OW K,1
cloaked,K L OW K T,1
cloe,K L OW,1
cloke,K L OW K,1
clone,K L OW N,1
cloned,K L OW N D,1
clones,K L OW N Z,1
clones',K L OW N Z,1
close,K L OW S,1
close(1),K L OW Z,1
