,phonemic_transcription
1233,W AO T ER M AA R K S
1234,S UW P ER B AA R
1235,S UW P ER CH AA R JH
1236,S UW P ER CH AA R JH D
1237,S UW P ER S T AA R
1238,S UW P ER S T AA R Z
1239,EY L AA R
1240,EY L G AA R T
1241,M EY L G AA R
1242,R EY L K AA R
1243,R EY L K AA R Z
1244,AA V EY L AA R
1245,EH R HH AA R T
1246,B EH D N AA R Z
1247,B EH N CH M AA R K
1248,B EH N CH M AA R K S
1249,B EH N CH M AA R K S
1250,B EH R AA R D
1251,B EH T AA R
1252,B EH T S CH AA R T
1253,B EH SH AA R T
1254,B EH V M AA R K
1255,K EH R M AA R K
1256,K EH R M AA R K S
1257,K R EH S T AA R
1258,D EH HH AA R T
1259,D EH M AA R SH
1260,D EH N HH AA R T
1261,D EH N M AA R K
1262,D EH N M AA R K S
1263,EH R HH AA R T
1264,EH B AA R B
1265,EH K HH AA R D
1266,EH K HH AA R T
1267,EH K HH AA R T S
1268,EH K AA R T
1269,EH K HH AA R D
1270,EH K HH AA R T
1271,EH K HH AA R T
1272,EH D M AA R
1273,EH D M AA R K
1274,EH R HH AA R T
1275,EH R HH AA R T
1276,EH K HH AA R D
1277,EH M B AA R K
1278,EH M B AA R K T
1279,EH M HH AA R T
1280,EH N L AA R JH
1281,EH N L AA R JH D
1282,EH N Y AA R T
1283,EH R HH AA R D
1284,EH S M AA R K
1285,G EH B HH AA R T
1286,G EH B HH AA R T
1287,JH EH N M AA R
1288,JH EH N F AA R M
1289,JH EH N S T AA R
1290,G EH P HH AA R T
1291,G EH P HH AA R T S
1292,G EH P HH AA R T
1293,HH EH D S T AA R T
1294,HH EH D S T AA R T S
1295,HH EH K T AA R
1296,HH EH K T AA R Z
1297,K EH F AA R T
1298,L EH M AA R
1299,L EH N HH AA R T
1300,L EH N HH AA R T
1301,L EH N AA R T S
1302,L EH N HH AA R T
1303,L EH N HH AA R T
1304,L EH T AA R T
1305,L EH K S M AA R K
1306,M EH G D AA R
1307,M EH M W AA R
1308,M EH M W AA R Z
1309,P EH T S M AA R T
1310,P L EH SH AA R
1311,R EH N W AA R
1312,R EH N W AA R Z
1313,S EH S K AA R
1314,S EH S K AA R Z
1315,T EH K S T AA R
1316,T R EH F G AA R N
1317,T R EH HH AA R N
1318,W EH G L AA R Z
1319,W EH S T M AA R K
1320,W EH S T M AA R K
1321,W EH S T M AA R K S
1322,D IH S EH M B AA R K
1323,IH G Z EH M P L AA R
1324,IH G Z EH M P L AA R Z
1325,K Y UW EY EH S AA R
1326,B IH D AA R D
1327,B IH L AA R D
1328,B IH N AA R D
1329,B IH V AA R D
1330,B IH K HH AA R T
1331,B IH L AA R D
1332,B IH Z M AA R K
1333,B IH Z M AA R K S
1334,B IH Z M AA R K
1335,B IH Z AA R
1336,B IH Z M AA R T
1337,B R IH K Y AA R D
1338,B R IH L HH AA R T
1339,CH IH L M AA R K
1340,S IH G AA R
1341,S IH G AA R Z
1342,S IH S AA R
1343,D IH K AA R D
1344,D IH M AA R
1345,D IH M AA R CH
1346,D IH N AA R D
1347,D IH N AA R D
1348,D IH P AA R T
1349,D IH P AA R T S
1350,D IH T AA R
1351,D IH L AA R D
1352,D IH L AA R D Z
1353,D IH N AA R
1354,D IH N AA R Z
1355,D IH S AA R M
1356,D IH S AA R M D
1357,D IH S B AA R
1358,D IH S B AA R D
1359,D IH S K AA R D
1360,D IH S K AA R D Z
1361,D IH S CH AA R JH
1362,D IH S CH AA R JH
1363,D IH S CH AA R JH D
1364,D IH S CH AA R JH D
1365,IH R HH AA R T
1366,IH R M AA R K
1367,IH R M AA R K T
1368,IH R M AA R K S
1369,IH M B AA R K
1370,IH M B AA R K S
1371,IH N S N AA R L
1372,IH N S N AA R L D
1373,F IH N AA R T
1374,F IH N B AA R
1375,F IH N B AA R Z
1376,G IH R HH AA R T
1377,G IH R HH AA R T
1378,ZH IH B AA R D
1379,G IH R HH AA R T
1380,ZH IH L AA R D
1381,JH IH N Y AA R D
1382,G IH S K AA R D
1383,ZH IH S K AA R
1384,G R IH G W AA R
1385,G IH SH AA R D
1386,G IH N Y AA R D
1387,G IH T AA R
1388,G IH T AA R Z
1389,HH IH L G AA R T
1390,HH IH L Y AA R D
1391,HH IH L Y AA R D
1392,HH R IH B AA R
1393,R IH B AA R
1394,HH IH Z AA R
1395,IH K AA R D
1396,IH M P AA R T
1397,IH M P AA R T S
1398,IH NG K S T AA R
1399,IH NG M AA R
1400,IH NG V AA R
1401,IH SH T AA R
1402,K IH N AA R K
1403,K IH TH K AA R T
1404,L IH B AA R
1405,L IH M AA R
1406,L IH N D M AA R K
1407,L IH N HH AA R T
1408,L IH N HH AA R T
1409,M IH N AA R D
1410,M IH N AA R D
1411,M IH N AA R
1412,M IH N S T AA R
1413,M IH N S T AA R Z
1414,M IH N Y AA R D
1415,M IH S CH AA R JH
1416,M IH S CH AA R JH D
1417,N IH HH AA R T
1418,P IH K AA R D
1419,P IH K AA R
1420,P IH K AA R D
1421,P IH K AA R T
1422,P IH K S AA R
1423,P R IH S L AA R
1424,P R IH M AA R K
1425,R IH G AA R D
1426,R IH G AA R D Z
1427,R IH M AA R K
1428,R IH M AA R K T
1429,R IH M AA R K S
1430,R IH N AA R D
1431,R IH N AA R D
1432,R IH T AA R D
1433,R IH T AA R D Z
1434,R IH V AA R D
1435,R IH V W AA R
1436,R IH B AA R
1437,R IH K AA R D
1438,R IH K AA R T
1439,R IH K HH AA R T
1440,SH IH P Y AA R D
1441,SH IH P Y AA R D Z
1442,SH IH P Y AA R D Z
1443,S IH L V AA R
1444,S IH N Y AA R D
1445,S IH T AA R
1446,S IH T AA R Z
1447,S IH T M AA R
1448,S M IH TH HH AA R T
1449,S W IH G AA R T
1450,S W IH HH AA R T
1451,S IH L M AA R
1452,S IH N AA R
1453,T IH S AA R
1454,V IH K T W AA R
1455,W IH T M AA R SH
1456,HH W IH T M AA R SH
1457,W IH L Y AA R D
1458,W IH L Y AA R D
1459,W IH L M AA R TH
1460,W IH N D S T AA R
1461,W IH N D S T AA R Z
1462,W IH SH AA R T
1463,Z IH D AA R
1464,K W IY S IH N AA R T
1465,K W IY Z IH N AA R T S
1466,R IY IH K HH AA R T
1467,N AA R L IH K AA R
1468,K AA M IH S AA R
1469,M AA L IH N AA R
1470,AA D IH G AA R D
1471,P AA L IH S AA R
1472,P AA L IH S AA R Z
1473,G AA R B AA N IH F AA R
1474,G AO R B AA N IH F AA R
1475,OW L IH G AA R K
1476,OW L IH G AA R K S
1477,B OW R IH G AA R D
1478,K OW JH IH M AA R
1479,K OW JH IH M AA R Z
1480,K R AH S IH M AA R K
1481,AH N R IH M AA R K T
1482,Z AH L F IH K AA R
1483,S T EY T AH V DH IH AA R T
1484,AE M R IH T S AA R
1485,AE R IH HH AA R T
1486,N AE V IH S T AA R
1487,G AO R B AE N IH F AA R
1488,D EH G IH N HH AA R T
1489,EH NG G IH L HH AA R T
1490,EH K W IH M AA R K
1491,HH EH M IH L G AA R N
1492,R EH JH IH S T R AA R
1493,R EH JH IH S T R AA R Z
1494,AH M EH R IH K AA R
1495,IH L EH K T R IH K AA R
1496,B IH S IH N B AA R K
1497,D IH S R IH G AA R D
1498,D IH S R IH G AA R D Z
1499,HH IH L D IH G AA R D
1500,IH NG G IH M AA R
1501,R IH V IH N B AA R K
1502,S IH M IH L AA R
1503,AO L D IH K AA R B
1504,W AO S IH N AA R
1505,Y UW N IH V AA R
1506,B AO R IH G AA R D
1507,M AO R IH HH AA R T
1508,M AO R N IH NG S T AA R
1509,M AO R N IH NG S T AA R Z
1510,AO L S T AA R
1511,B AO L P AA R K
1512,B AO L P AA R K S
1513,B AO S HH AA R T
1514,B AO S HH AA R T
1515,G AO L F AA R B
1516,HH AO L M AA R K S
1517,HH AO L M AA R K S
1518,HH AO F AA R T
1519,HH AO F AA R TH
1520,P R AO S K AA R
1521,R AO TH B AA R T
1522,S AO L T M AA R SH
1523,W AO L M AA R T
1524,W AO L M AA R T
1525,W AO L M AA R T S
1526,K R AE S N AO Y AA R S K
1527,B EH L G AA R D
1528,B EH L V W AA R
1529,S EH L M AA R K
1530,S EH L M AA R K S
1531,S EH L S T AA R
1532,D EH L AA R T
1533,EH L D AA R
1534,EH L K HH AA R T
1535,F EH L D S P AA R
1536,F EH L D S P AA R Z
1537,G EH L B AA R D
1538,G EH L B AA R T
1539,M EH L AA R D
1540,M EH L G AA R D
1541,M EH L K AA R
1542,M EH L K AA R Z
1543,T EH L S T AA R
1544,B UW SH AA R D
1545,B UW F AA R D
1546,B R UW K HH AA R T
1547,B R UW S AA R D
1548,B Y UW K AA R
1549,B Y UW Z AA R D
1550,K UW L TH AA R D
1551,K UW S AA R
1552,D UW AA R D
1553,D UW AA R T
1554,F UW B AA R
1555,F Y UW G AA R D
1556,G UW L AA R T
1557,HH Y UW AA R T
1558,Y UW AA R T
1559,K UW M AA R
1560,L UW AA R T
1561,L UW AA R T
1562,L UW B AA R
1563,L UW K AA R T
1564,L UW K HH AA R T
1565,M UW TH AA R T
1566,N UW HH AA R T
1567,N UW HH AA R TH
1568,N UW HH AA R D
1569,N UW HH AA R T
1570,N UW M AA R K
1571,R UW B AA R B
1572,R UW AA R K
1573,S K UW L Y AA R D
1574,S UW K AA R
1575,S UW T AA R
1576,S T UW T G AA R T
1577,SH T UW T G AA R T
1578,S UW AA R D
1579,S UW SH AA R D
1580,S UW N D AA R
1581,T UW L B AA R
1582,Y UW AA R T
1583,AA N D UW Y AA R
1584,R AA ZH K UW M AA R
1585,B AA L AH K UW M AA R
1586,AE K Y UW S T AA R
1587,EH D UW AA R D
1588,B IY R
1589,B IY R Z
1590,B IY R Z
1591,B IY R
1592,B IY R Z
1593,D IY R K S
1594,D IY R K S
1595,D IY R K S
1596,IY R
1597,IY R Z
1598,F IY R Z
1599,F IY R S T
1600,F R IY R Z
1601,F R IY R Z
1602,G IY R
1603,G R IY R
1604,G R IY R Z
1605,HH IY R
1606,HH IY R Z
1607,HH IY R
1608,HH IY R Z
1609,JH IY R Z
1610,K IY R
1611,L IY R Z
1612,M IY R Z
1613,M IY R T
1614,P IY R S
1615,S IY R
1616,S IY R Z
1617,S IY R Z
1618,SH IY R Z
1619,SH IY R Z
1620,S IY R Z
1621,S P IY R
1622,S T IY R Z
1623,T IY R
1624,T IY R
1625,T IY R S
1626,T IY R D
1627,T IY R Z
1628,V IY R Z
1629,W IY R
1630,W IY R
1631,W IY R Z
1632,W IY R Z
1633,Z IY R K
1634,R IY HH IY R
1635,M AH L T IY Y IY R
1636,D AA G IY R
1637,D AA G IY R D
1638,D AA G IY R Z
1639,L AA P IY R
1640,K AH N IY R
1641,S AH F IY R
1642,S AH V IY R
1643,K AA M AH N D IY R
1644,K AA M AH N D IY R D
1645,K AA M AH N D IY R Z
1646,B AH K AH N IY R
1647,B AH K AH N IY R Z
1648,M AH S K AH T IY R
1649,M AH S K AH T IY R Z
1650,P AH P AH T IY R
1651,P AH P AH T IY R Z
1652,K AE V AH L IY R
1653,EH N JH AH N IY R Z
1654,EH N JH AH N IY R D
1655,D IH S AH P IY R
1656,D IH S AH P IY R D
1657,D IH S AH P IY R Z
1658,F IH N AH N S IY R
1659,T EH L AH M IY R
1660,T EH L AH M IY R Z
1661,OW V ER HH IY R
1662,OW V ER HH IY R Z
1663,B R AE SH IY R
1664,B R AE SH IY R Z
1665,K AE SH M IY R
1666,M AE N T IY R
1667,S AE M P IY R
1668,F AY N AE N S IY R
1669,B EH SH IY R Z
1670,B R EH SH IY R Z
1671,EH N D IY R
1672,EH N D IY R D
1673,S AY T S IY R
1674,S AY T S IY R
1675,S AY T S IY R Z
1676,M IH S HH IY R
1677,K AE S IH M IY R
1678,R AE B IH T IY R Z
1679,AY AA N AO S F IY R
1680,B L AO G AO S F IY R
1681,B L UW B IY R D
1682,N UW Y IY R Z
1683,G R EY B IY R D
1684,G R EY B IY R D Z
1685,SH EY K S P IY R
1686,SH EY K S P IY R Z
1687,G UH D Y IY R
1688,OW
1689,OW
1690,B OW
1691,B OW S
1692,B OW
1693,B L OW
1694,B L OW T
1695,B L OW T S
1696,B L OW M
1697,B L OW M
1698,B L OW K
1699,B L OW K S
1700,B L OW M
1701,B L OW Z
1702,B L OW
1703,B L OW
1704,B L OW D
1705,B L OW N
1706,B L OW Z
1707,B OW
1708,B OW K
1709,B OW K
1710,B OW N
1711,B OW Z
1712,B OW S T
1713,B OW S T S
1714,B OW T
1715,B OW T S
1716,B OW T S
1717,B OW B
1718,B OW D
1719,B OW D Z
1720,B OW
1721,B OW K
1722,B OW JH
1723,B OW
1724,B OW M
1725,B OW M
1726,B OW N
1727,B OW NG K
1728,B OW K
1729,B OW N
1730,B OW Z
1731,B OW SH
1732,B OW S
1733,B OW V
1734,B OW JH
1735,B OW G
1736,B OW N
1737,B OW N
1738,B OW N
1739,B OW N D
1740,B OW N Z
1741,B OW N T
1742,B OW Z
1743,B OW TH
1744,B OW DH
1745,B OW K
1746,B OW V
1747,B OW
1748,B OW
1749,B OW D
1750,B OW Z
1751,B OW N
1752,B OW N D Z
1753,B OW N
1754,B OW Z
1755,B OW S
1756,B OW Z
1757,B R OW
1758,B R OW
1759,B R OW
1760,B R OW
1761,B R OW Z
1762,B R OW CH
1763,B R OW CH T
1764,B R OW S
1765,B R OW D
1766,B R OW
1767,B R OW K
1768,B R OW CH
1769,B R OW Z
1770,B R OW
1771,K OW
1772,SH OW
1773,CH OW
1774,CH OW T
1775,CH OW T
1776,CH OW
1777,CH OW K
1778,CH OW K T
1779,CH OW K S
1780,CH OW Z
1781,K R OW M
1782,K L OW K
1783,K L OW K T
1784,K L OW
1785,K L OW K
1786,K L OW N
1787,K L OW N D
1788,K L OW N Z
1789,K L OW N Z
1790,K L OW S
1791,K L OW Z
1792,K L OW Z D
1793,K L OW DH
1794,K L OW DH D
1795,K L OW DH Z
1796,K L OW Z
1797,K L OW V Z
1798,K L OW
1799,K OW
1800,K OW
1801,K OW CH
1802,K OW CH T
1803,K OW D
1804,K OW N
1805,K OW S T
1806,K OW S T S
1807,K OW S T S
1808,K OW T
1809,K OW T S
1810,K OW T S
1811,K OW K S
1812,K OW K S T
1813,K OW B
1814,K OW K
1815,K OW D
1816,K OW D Z
1817,K OW D Z
1818,K OW
1819,K OW D
1820,K OW N
1821,K OW K
1822,K OW K S
1823,K OW K S
1824,K OW M
1825,K OW M
1826,K OW M D
1827,K OW M Z
1828,K OW M Z
1829,K OW N
1830,K OW N Z
1831,K OW N Z
1832,K OW P
1833,K OW P T
1834,K OW P S
1835,K OW Z
1836,K OW Z M
1837,K OW S T
1838,K OW T
1839,K OW T S
1840,K OW V
1841,K OW V Z
1842,K R OW
1843,K R OW K
1844,K R OW K
1845,K R OW N
1846,K R OW Z
1847,K R OW
1848,K R OW Z
1849,K R OW
1850,K R OW D
1851,K R OW Z
1852,D OW
1853,D OW K
1854,D OW N
1855,D OW N Z
1856,D OW N
1857,D OW N
1858,D OW
1859,D OW Z
1860,D OW JH
1861,D OW P K
1862,D OW CH
1863,D OW JH
1864,D OW
1865,D OW M
1866,D OW S
1867,D OW K
1868,D OW M
1869,D OW M Z
1870,D OW M D
1871,D OW M Z
1872,D OW N T
1873,D OW N
1874,D OW N T S
1875,D OW N S
1876,D OW P
1877,D OW P T
1878,D OW S
1879,D OW S
1880,D OW T
1881,D OW
1882,D OW V
1883,D OW Z
1884,D OW Z D
1885,D R OW JH
1886,D R OW JH
1887,D R OW G
1888,D R OW K
1889,D R OW N
1890,D R OW N D
1891,D R OW N Z
1892,D R OW S T
1893,D R OW V
1894,D R OW V Z
1895,OW
1896,OW
1897,OW Z
1898,F OW
1899,F L OW
1900,F L OW T
1901,F L OW T S
1902,F L OW
1903,F L OW
1904,F L OW
1905,F L OW D
1906,F L OW N
1907,F L OW Z
1908,F OW M
1909,F OW M Z
1910,F OW B Z
1911,F OW
1912,F OW Z
1913,F OW K
1914,F OW K S
1915,F OW K S
1916,F OW K S
1917,F OW N
1918,F OW N Z
1919,F R OW
1920,F R OW JH
1921,F R OW S
1922,F R OW
1923,F R OW M
1924,F R OW Z
1925,G OW
1926,G OW SH
1927,G OW Z
1928,G OW S T
1929,G OW S T S
1930,G L OW
1931,G L OW M
1932,G L OW T
1933,G L OW T S
1934,G L OW B
1935,G L OW B Z
1936,G L OW B Z
1937,G L OW
1938,G L OW D
1939,G L OW
1940,G L OW D
1941,G L OW Z
1942,N OW M
1943,N OW M Z
1944,G OW
1945,G OW D
1946,G OW N
1947,G OW N Z
1948,G OW T
1949,G OW T S
1950,G OW T S
1951,G OW
1952,G OW K
1953,G OW D
1954,G OW D
1955,G OW K
1956,G OW N
1957,G OW N Z
1958,G OW Z
1959,G OW TH
1960,G OW CH
1961,G OW T CH
1962,G OW T Z
1963,G OW
1964,G OW Z
1965,G OW
1966,G OW K
1967,G OW Z
1968,G OW V
1969,G R OW
1970,G R OW N
1971,G R OW N D
1972,G R OW N Z
1973,G R OW T
1974,G R OW B
1975,G R OW S
1976,G R OW D
1977,G R OW N
1978,G R OW P
1979,G R OW
1980,G R OW S
1981,G R OW M Z
1982,G R OW N
1983,G R OW P
1984,G R OW P T
1985,G R OW S
1986,G R OW Z
1987,G R OW S
1988,G R OW S T
1989,G R OW S
1990,G R OW T
1991,G R OW DH
1992,G R OW V
1993,G R OW V Z
1994,G R OW V Z
1995,G R OW
1996,G R OW
1997,G R OW N
1998,G R OW Z
1999,G R OW TH
2000,G R OW TH S
2001,G R OW TH S
2002,HH OW T
2003,HH OW
2004,HH OW Z
2005,HH OW G
2006,HH OW K
2007,HH OW NG
2008,HH OW K S
2009,HH OW D Z
2010,HH OW
2011,HH OW K S T
2012,HH OW SH T
2013,HH OW K S T S
2014,HH OW SH T S
2015,HH OW K
2016,HH OW F S
2017,HH OW F T
2018,HH OW G
2019,HH OW N
2020,HH OW N
2021,HH OW K
2022,HH OW N
2023,HH OW Z
2024,HH OW SH
2025,HH OW JH
2026,HH OW G S T
2027,HH OW G
2028,HH OW
2029,HH OW K
2030,HH OW M
2031,HH OW M Z
2032,HH OW M
2033,HH OW M Z
2034,HH OW M D
2035,HH OW M Z
2036,HH OW M Z
2037,HH OW N
2038,HH OW N D
2039,HH OW N Z
2040,HH OW P
2041,HH OW P S
2042,HH OW P T
2043,HH OW P S
2044,HH OW P K
2045,HH OW Z
2046,HH OW Z D
2047,HH OW S T
2048,HH OW S T S
2049,HH OW S T S
2050,HH OW T
2051,HH OW T Z
2052,HH OW F
2053,HH OW V D
2054,HH OW V
2055,JH OW
2056,JH OW N
2057,JH OW B
2058,JH OW B Z
2059,JH OW B
2060,JH OW B Z
2061,JH OW
2062,JH OW Z
2063,JH OW N Z
2064,JH OW Z
2065,JH OW
2066,JH OW K
2067,JH OW K T
2068,JH OW K S
2069,JH OW N
2070,JH OW N Z
2071,JH OW N Z
2072,JH OW Z
2073,JH OW S T S
2074,K OW S T
2075,K L OW N
2076,K L OW Z
2077,N OW D
2078,N OW K
2079,N OW P
2080,N OW F
2081,N OW
2082,N OW D
2083,N OW N
2084,N OW N Z
2085,N OW Z
2086,K OW
2087,K OW B Z
2088,K OW K
2089,K OW N
2090,K OW N
2091,K OW N
2092,K OW P
2093,K OW P K
2094,K OW P
2095,K OW P
2096,K OW
2097,K OW N
2098,K OW K
2099,K OW K S
2100,K OW K
2101,K OW M
2102,K OW P
2103,K OW P K
2104,K OW T
2105,K OW DH
2106,K R OW NG K
2107,K R OW Z
2108,K R OW S
2109,K R OW Z
2110,K R OW
2111,K R OW
2112,K R OW N
2113,K R OW M
2114,K R OW
2115,K Y OW
2116,L OW
2117,L OW Z
2118,L OW D
2119,L OW D Z
2120,L OW F
2121,L OW F S
2122,L OW M
2123,L OW N
2124,L OW N Z
2125,L OW N D
2126,L OW N Z
2127,L OW N Z
2128,L OW TH
2129,L OW DH
2130,L OW DH D
2131,L OW V Z
2132,L OW B
2133,L OW B D
2134,L OW B Z
2135,L OW D
2136,L OW D Z
2137,L OW
2138,L OW B
2139,L OW SH
2140,L OW SH
2141,L OW
2142,L OW
2143,L OW Z
2144,L OW JH
2145,L OW G
2146,L OW
2147,L OW N Z
2148,L OW S
2149,L OW N
2150,L OW N Z
2151,L OW P
2152,L OW P S
2153,L OW S
2154,L OW T Z
2155,L OW
2156,L OW
2157,L OW Z
2158,L OW Z
2159,L OW N D Z
2160,L OW Z
2161,L W OW
2162,M B OW
2163,M OW
2164,M OW
2165,M OW
2166,M OW K
2167,M OW D
2168,M OW K
2169,M OW N
2170,M OW N D
2171,M OW N Z
2172,M OW T
2173,M OW T S
2174,M OW B
2175,M OW D
2176,M OW D Z
2177,M OW
2178,M OW D
2179,M OW N
2180,M OW NG K
2181,M OW Z
2182,M OW SH
2183,M OW K
2184,M OW K S
2185,M OW N
2186,M OW N
2187,M OW N Z
2188,M OW P
2189,M OW P T
2190,M OW Z
2191,M OW S T
2192,M OW S
2193,M OW T
2194,M OW T S
2195,M OW
2196,M OW D
2197,N OW
2198,N OW
2199,N OW
2200,N OW Z
2201,N OW K
2202,N OW K S
2203,N OW M
2204,N OW S
2205,N OW D
2206,N OW D Z
2207,N OW
2208,N OW Z
2209,N OW TH
2210,N OW
2211,N OW K S
2212,N OW M
2213,N OW M Z
2214,N OW P
2215,N OW Z
2216,N OW Z D
2217,N OW T
2218,N OW T S
2219,N OW T S
2220,N OW T S
2221,N OW V
2222,OW
2223,OW
2224,OW Z
2225,OW
2226,OW Z
2227,OW Z
2228,OW Z
2229,OW K
2230,OW K S
2231,OW K S
2232,OW K S
2233,OW K S
2234,OW N
2235,OW T
2236,OW T S
2237,OW TH
2238,OW DH Z
2239,OW TH S
2240,OW T S
2241,OW K S
2242,OW D
2243,OW D Z
2244,OW M
2245,OW SH
2246,OW
2247,OW Z
2248,OW
2249,OW M
2250,OW M Z
2251,OW M Z
2252,OW Z
2253,OW K
2254,OW Z
2255,OW Z
2256,OW S T
2257,OW
2258,OW
2259,OW D
2260,OW Z
2261,OW N
2262,OW N D
2263,OW N Z
2264,F OW N
2265,F OW N Z
2266,F OW N D
2267,F OW N Z
2268,P L OW T S
2269,P L OW N
2270,P L OW F
2271,P L OW F
2272,P L OW
2273,P OW
2274,P OW CH
2275,P OW CH T
2276,P OW G
2277,P OW
2278,P OW Z
2279,P OW G
2280,P OW
2281,P OW K
2282,P OW K T
2283,P OW K S
2284,P OW K
2285,P OW K S
2286,P OW P
2287,P OW P S
2288,P OW P Z
2289,P OW Z
2290,P OW Z D
2291,P OW S T
2292,P OW S T S
2293,P OW S T S
2294,P OW T
2295,P OW Z
2296,P R OW
2297,P R OW Z
2298,P R OW B
2299,P R OW B Z
2300,P R OW B D
2301,P R OW B Z
2302,P R OW N
2303,P R OW P S
2304,P R OW Z
2305,P R OW Z
2306,P R OW Z
2307,P R OW S K
2308,K W OW
2309,K W OW
2310,K W OW T
2311,K W OW T S
2312,K W OW TH
2313,R OW
2314,R OW
2315,R OW
2316,R OW D
2317,R OW D Z
2318,R OW D Z
2319,R OW D
2320,R OW D Z
2321,R OW M
2322,R OW N
2323,R OW
2324,R OW CH
2325,R OW CH
2326,R OW D
2327,R OW D Z
2328,R OW D Z
2329,R OW D Z
2330,R OW M
2331,R OW M D
2332,R OW M Z
2333,R OW N
2334,R OW N
2335,R OW S T
2336,R OW S T S
2337,R OW T
2338,R OW TH
2339,R OW B
2340,R OW B D
2341,R OW B Z
2342,R OW CH
2343,R OW SH
2344,R OW D
2345,R OW D Z
2346,R OW
2347,R OW B K
2348,R OW D
2349,R OW M
2350,R OW N
2351,R OW P K
2352,R OW Z
2353,R OW SH
2354,R OW S
2355,R OW S K
2356,R OW G
2357,R OW G Z
2358,R OW
2359,R OW Z
2360,R OW D
2361,R OW
2362,R OW M
2363,R OW Z
2364,R OW M
2365,R OW M
2366,R OW M Z
2367,R OW M Z
2368,R OW N
2369,R OW P
2370,R OW P T
2371,R OW P S
2372,R OW K
2373,R OW Z
2374,R OW S K
2375,R OW T
2376,R OW DH
2377,R OW V
2378,R OW
2379,R OW Z
2380,R OW
2381,R OW Z
2382,R OW D
2383,R OW Z
2384,R OW Z
2385,R OW S
2386,SH OW
2387,SH OW M
2388,SH OW T
2389,SH M OW K
2390,SH OW K
2391,SH OW N
2392,SH OW P
2393,SH OW P
2394,SH OW P
2395,SH OW N
2396,SH R OW K
2397,S K OW N
2398,S K OW N Z
2399,S K OW P
2400,S K OW P S
2401,S OW
2402,S OW D
2403,S OW N
2404,S K R OW
2405,SH OW F
2406,SH OW F
2407,SH OW B
2408,SH OW N
2409,SH OW P
2410,SH OW SH
2411,SH OW
2412,SH OW Z
2413,SH OW D
2414,SH OW N
2415,SH OW Z
2416,SH OW Z
2417,SH R OW D
2418,S L OW N
2419,S L OW N Z
2420,S L OW N
2421,S L OW T
2422,S L OW T
2423,S L OW
2424,S L OW N
2425,S L OW P
2426,S L OW P S
2427,S L OW TH
2428,S L OW V Z
2429,S L OW
2430,S L OW D
2431,S L OW Z
2432,S M OW K
2433,S M OW K
2434,S M OW K T
2435,S M OW K S
2436,S N OW K
2437,S N OW
2438,S N OW Z
2439,S N OW
2440,S N OW D
2441,S N OW Z
2442,S OW
2443,S OW Z
2444,S OW K
2445,S OW K T
2446,S OW K S
2447,S OW P
2448,S OW P S
2449,S OW V
2450,S OW N Z
2451,S OW M
2452,S OW N Z
2453,S OW P
2454,S OW
2455,S OW D
2456,S OW N
2457,S OW Z
2458,S P OW K
2459,S P OW K S
2460,S P R OW T
2461,SH R OW G
2462,SH R OW F
2463,S T OW K
2464,S T OW K T
2465,S T OW K S
2466,S T OW N
2467,S T OW N Z
2468,S T OW N D
2469,S T OW N Z
2470,S T OW N Z
2471,S T OW F S
2472,S T OW V
2473,S T OW V Z
2474,S T OW
2475,S T OW
2476,S T OW D
2477,S T R OW B
2478,S T R OW D
2479,S T R OW
2480,S T R OW M
2481,S T R OW K
2482,S T R OW K T
2483,S T R OW K S
2484,S T R OW M
2485,S T R OW P
2486,S T R OW V
2487,S T R OW
2488,S W OW P
2489,S W OW P S
2490,SH OW K
2491,DH OW
2492,TH OW B
2493,TH OW D
2494,TH OW N
2495,TH OW N Z
2496,TH OW M
2497,TH OW M Z
2498,TH OW N
2499,DH OW Z
2500,DH OW
2501,TH R OW T
2502,TH R OW T S
2503,TH R OW Z
2504,TH R OW N
2505,TH R OW V
2506,TH R OW
2507,TH R OW N
2508,TH R OW Z
2509,T OW D
2510,T OW D Z
2511,T OW S T
2512,T OW S T S
2513,T OW B
2514,T OW
2515,T OW D
2516,T OW Z
2517,T OW F T
2518,T OW M
2519,T OW M Z
2520,T OW N
2521,T OW N D
2522,T OW N Z
2523,T OW P
2524,T OW S T
2525,T OW T
2526,T OW T S
2527,T OW V
2528,T OW
2529,T OW
2530,T OW D
2531,T OW Z
2532,T R OW N
2533,T R OW TH
2534,T R OW V
2535,T R OW
2536,T S OW
2537,S OW
2538,V OW
2539,V OW S T
2540,V OW JH
2541,V OW T
2542,V OW G
2543,V OW K S
2544,V OW Z
2545,V OW T
2546,V OW T S
2547,V OW T S
2548,W OW
2549,HH W OW
2550,HH OW
2551,W OW
2552,HH W OW
2553,W OW
2554,W OW Z
2555,W OW S T
2556,W OW K
2557,W OW K
2558,W OW N T
2559,W OW N T
2560,W OW K
2561,W OW V
2562,R OW
2563,R OW T
2564,Y OW
2565,Y OW
2566,Y OW K
2567,Y OW S T
2568,Y OW
2569,Y OW Z
2570,Y OW
2571,Y OW K
2572,Y OW K T
2573,Y OW K S
2574,Y OW K
2575,Y OW K S
2576,Y OW M
2577,Y OW M Z
2578,Y OW S T
2579,Z OW
2580,Z OW N
2581,Z OW N D
2582,Z OW N Z
2583,AA R B OW
2584,AA R K OW
2585,AA R K OW Z
